기업명,대표자명,공고 키워드,이메일,홈페이지,출처
㈜메이튼,,,mayton226@mayton.kr,https://mayton.store,rescrape
㈜무빙트립(moving trip),,,ad@myrealtrip.com,http://www.myrealtrip.com,rescrape
㈜미디랩스,양재원,,me2disk@gmail.com,https://me2disk.com,rescrape
㈜뷰케이코리아,,,lassieel@beukay.com,https://lassieel.com,rescrape
㈜블리스팩,,,sales@blisspack.com,https://blisspack.com,rescrape
㈜비비소프트 (BB Soft,,,youngwoncostech@gmail.com,https://lookatmecos.co.kr,rescrape
㈜쁘띠엘린,,,cooperation@petitelin.com,https://www.petitelinstore.com,rescrape
㈜세명자원,황바울,,smsoft@smsoft.kr,https://smsoft.kr,rescrape
㈜소암컨설턴트,,,dhjin@soamkim.com,https://soamkim.com,rescrape
㈜시크한(SEEKHAN),,,korea@seekhan.com,https://www.seekhan.com,rescrape
㈜씨메드(C-MED),,,cmedemi@naver.com,https://cmed.co.kr,rescrape
㈜아영FBC,,,info@winein.co.kr,https://winein.co.kr,rescrape
㈜아이서티,,,apply@icerti.com,https://www.icerti.com,rescrape
㈜아키스케치,이주성,,support@archisketch.com,https://www.archisketch.com,rescrape
㈜알체라,황영규,,contact@alcherainc.com,https://www.alchera.ai,rescrape
㈜에비드넷,,,contact@evidnet.com,https://evidnet.com,rescrape
㈜에스알포스트,,,user@email.co.kr,https://www.srpost.co.kr,rescrape
㈜에스엠맨테크,,,bj8277@smmentech.co.kr,http://www.smmentech.co.kr,rescrape
㈜에스원삼성그룹,,,recruit.sena@samsung.com,https://www.samsungcareers.com,rescrape
㈜에스이씨엠,,,info@secm.co.kr,https://www.secm.co.kr,rescrape
㈜에스티에이테스팅컨설팅,권원일,,sales@sta.co.kr,https://sta.co.kr,rescrape
㈜엔티엘헬스케어,,,guest@ntllab.com,http://ntlhealthcare.com,rescrape
㈜엘엠티코리아,,,lmtkorea@lowenstein.co.kr,https://www.lowenstein.co.kr,rescrape
㈜엠버스랩,,,marketing@marketbz.com,https://marketbz.com,rescrape
㈜외식전문기업제이케이,,,jk@jkgr.kr,https://www.jkgr.co.kr,rescrape
(주)유니드글로벌상사OCI그룹,서미영,,incruit@incruit.com,https://www.incruit.com,rescrape
㈜유앤아이솔루션,,,uni@unisolutions.co.kr,https://unisolutions.co.kr,rescrape
㈜유큐브 호남법인,,,u-cube@u-cube.kr,https://www.u-cube.kr,rescrape
㈜이노비즈버드(INNOBIZBUD Inc.),,,support@jobploy.kr,https://www.jobploy.kr,rescrape
㈜이엠피서비스,,,empsvc@nate.com,http://www.empsvc.co.kr,rescrape
㈜이지락,,,webmaster@paseco.co.kr,https://www.paseco.co.kr,rescrape
㈜일성하이스코연합자산관리그룹,,,uhm1005@uamco.co.kr,https://uamco.co.kr,rescrape
㈜일진하이콘 (ILJIN HI,,,audit@iljin.com,https://iljin.com,rescrape
㈜임팩티브AI,,,contact@impactive-ai.com,https://www.impactive-ai.com,rescrape
㈜제이케이링커스,,,jikim@jklinkus.co.kr,http://www.jklinkus.co.kr,rescrape
㈜지씨셀,,,gccell_pv@gccorp.com,http://gccell.com,rescrape
㈜지씨에스GS그룹,서미영,,incruit@incruit.com,https://www.incruit.com,rescrape
(주)캐스트인슈,,,marketing@marketbz.com,https://marketbz.com,rescrape
㈜케이티아이에스KT그룹,서미영,,incruit@incruit.com,https://www.incruit.com,rescrape
㈜코리아세븐롯데그룹,,,711sns@gmail.com,https://www.7-eleven.co.kr,rescrape
㈜크라운와이즈(crown wise),,,eotech114@naver.com,https://www.crownwise.kr,rescrape
㈜크레이버코퍼레이션,천주혁,,help@cravercorp.com,https://www.cravercorp.com,rescrape
㈜텔레컨스,,,sales@telecons.co.kr,http://www.telecons.co.kr,rescrape
㈜퍼스트알텍,,,first@firstaltec.com,http://firstaltec.kr,rescrape
㈜펄어비스,,,recruit@pearlabyss.com,https://www.pearlabyss.com,rescrape
㈜퓨리오사에이아이,,,contact@furiosa.ai,https://furiosa.ai,rescrape
㈜플라운드,이진희,,help@plaund.com,https://vegas.goalwinsports.com,rescrape
㈜하성씨앤아이,,,hasung_jebo@hasungcni.com,https://www.hasungcni.com,rescrape
㈜하이테커,,,info@high-techer.ai,https://high-techer.ai,rescrape
㈜한진실리콘,이철희,,hanjin07122@naver.com,http://hanjinsilicone.com,rescrape
㈜현대관리시스템즈,,,hyundai1122@nate.com,http://www.hdsystems.co.kr,rescrape
㈜호반호텔앤리조트호반건설그룹,서미영,,incruit@incruit.com,https://www.incruit.com,rescrape
BRFS(비알에프에스),,,break8524@gmail.com,https://g2bmarket.com,rescrape
HK inno.N㈜,곽달원,,recruit@inno-n.com,https://www.inno-n.com,rescrape
IGM세계경영연구원,조승용,,value@igm.or.kr,https://igm.or.kr,rescrape
INKOS ㈜,,,inkos.export@gmail.com,http://inkos.kr,rescrape
SB성보(주),,,recruit@sbcc.kr,https://sbsungbo.kr,rescrape
가온전선LS그룹,,,gaonpr@gaoncable.com,https://www.gaoncable.com,rescrape
갓웍스미래㈜,,,mirae7590@hanmail.net,https://mirae77.com,rescrape
네오랩컨버전스(NeoLab),,,info@neolab.co.jp,https://www.neolab.kr,rescrape
대광특수금속주,,,kjh0825@itp.or.krtp,https://bizok.incheon.go.kr,rescrape
더블유컨셉코리아(W컨셉),이지은,,hr@wconcept.co.kr,https://career.wconcept.co.kr,rescrape
디엘케어(DL CARE),,,npang222@naver.com,https://npang.net,rescrape
디하이츠 리조트 (D’heights),,,info@dheightsresort.com.ph,https://dheightsresort.com.ph,rescrape
람다이노비전㈜,,,lidar@lambda-innovision.com,https://lambda-innovision.com,rescrape
레버리저 솔루션,,,leverager_solution@naver.com,https://leverager-solution.com,rescrape
롯데멤버스㈜롯데그룹,,,sandbox@fintech.or.kr,https://sandbox.fintech.or.kr,rescrape
롯데오토케어㈜롯데그룹,,,ngheo@lotte.net,https://www.lotteautocare.com,rescrape
리봄화장품㈜,,,jake@rebom.kr,http://www.rebom.kr,rescrape
마카롱팩토리(마이클),,,cs@macarong.net,https://mycle.co.kr,rescrape
메디이뮨,,,mediculture2296@naver.com,http://www.medi-immune.co.kr,rescrape
메텍홀딩스,,,paca@zighang.com,https://zighang.com,rescrape
바브캣상사,,,bobcatmjs@daum.net,http://skidloader.co.kr,rescrape
베이직가구,,,basicgagu@naver.com,https://www.basicgagu.com,rescrape
벤처경영연구소 바름,,,lab.bareum@gmail.com,https://lab-bareum.com,rescrape
브이몬스터,,,knkcompany21@naver.com,https://www.vmonster.co.kr,rescrape
빅웨이브로보틱스㈜,,,hello@bigwaverobotics.com,https://bigwaverobotics.com,rescrape
삼원티앤비,,,brise@samwontnb.com,https://www.samwontnb.com,rescrape
상호물산㈜,,,whryaos@naver.com,http://www.sangho.co.kr,rescrape
슈퍼컴퍼니,,,hello@super-hero.io,https://super-hero.io,rescrape
스트라드비젼(STRADVISION),김준환,,contact@stradvision.com,https://stradvision.com,rescrape
스팬딧(Spendit),,,info@spendit.kr,https://www.spendit.kr,rescrape
알바이오텍㈜,,,jhkim@rbiotech.kr,https://www.rbiotech.kr,rescrape
어댑트(adaptInc.),,,hr@adaptkorea.com,https://www.adaptkorea.com,rescrape
에듀템,,,manager@edutem.net,https://www.edutem.net,rescrape
에스앤에스이앤지㈜,,,info@snseng.co.kr,https://snseng.co.kr,rescrape
에스지몰드베이스코리아㈜,임광필,,sg_2024@sgmoldbase.com,https://sgmoldbasekorea.quv.kr,rescrape
에스티에이테스팅컨설팅(STA),권원일,,sales@sta.co.kr,https://sta.co.kr,rescrape
에이라하우스 주식회사,,,marketing@marketbz.com,https://marketbz.com,rescrape
에이치더블유앤씨,,,news@newsfield.net,https://newsfield.net,rescrape
에이치디한국조선해양㈜현대중공업그룹,,,hdksoe_ir@hd.com,https://www.hd-ksoe.com,rescrape
영비스터디 주식회사,윤지혜,,youngbeestudy@gmail.com,https://www.youngbeelearner.com,rescrape
오테나의원,,,info@otena.co.kr,https://otena.clinic,rescrape
우아한에프앤비(F&B),이진길,,support@poolix.io,https://www.poolixhub.io,rescrape
웍스피어(유),,,helpdesk@worxphere.ai,https://www.worxphere.ai,rescrape
이스트소프트(ESTsoft),,,integrations-styles.js@0.2.dzf1lpjv.mjs,https://estsoft.ai,rescrape
이아이씨티 코리아㈜,김봉수,,eict.admin@eictkorea.com,https://www.eictkorea.com,rescrape
인피닉(infiniq),,,hr@infiniq.co.kr,https://infiniq.co.kr,rescrape
임팩티브에이아이,,,contact@impactive-ai.com,https://www.impactive-ai.com,rescrape
존슨콘트롤즈인터내셔널코리아㈜,,,bts-as@jci.com,https://www.johnsoncontrols.kr,rescrape
주식회사 디어커스,,,cs@dearcus.com,https://dearcus.com,rescrape
주식회사 루모스,,,paca@zighang.com,https://zighang.com,rescrape
주식회사 에스엠메디텍,강상만,,info@smmedicare.kr,http://www.smmedicare.kr,rescrape
주식회사에프엠농산,,,paca@zighang.com,https://zighang.com,rescrape
주식회사휴먼세이프코리아,,,info@humansafekorea.com,https://humansafekorea.com,rescrape
진양제약㈜,,,jyp@jinyangpharm.com,https://www.jinyangpharm.com,rescrape
차케어스㈜,,,kimyj@chamc.co.kr,https://www.chacarescorp.com,rescrape
케이씨에이치그룹㈜,,,admin@kchglobal.co.kr,https://www.kchglobal.com,rescrape
케이이엠텍㈜,,,admin@kem-tech.co.kr,https://kem-tech.co.kr,rescrape
케이지에이에셋㈜,,,kga@kgaasset.co.kr,https://www.kgaasset.com,rescrape
케이포이엔지㈜,,,support@sankun.com,https://www.sankun.com,rescrape
코스멘토코리아(헤브블루),,,media@dable.io,https://www.mediayouth.kr,rescrape
코스윌,,,info@cosweal.com,http://cosweal.com,rescrape
태암열처리,서미영,,incruit@incruit.com,https://www.incruit.com,rescrape
트루빈스(VD Studio),,,vd@crossd.org,https://www.vdstudio.co.kr,rescrape
트위닛,,,contact@twinit.ai,https://www.twinit.ai,rescrape
파이브스페이스,,,recruit@fivespace.kr,https://recruit.fivespace.kr,rescrape
판테온커피,,,pantheon_coffee@naver.com,https://www.pantheon-coffee.com,rescrape
프라다코리아 유한회사,최문영,,client.service.kr@prada.com,https://www.prada.com,rescrape
플렉셀스페이스㈜,,,info@flexellspace.com,https://kr.flexellspace.com,rescrape
피피에이치알,,,ppgroup@pphr.co.kr,https://ppgroup.kr,rescrape
하트애드,,,info@heartadd.com,https://www.heartadd.com,rescrape
한국남부발전한국전력공사그룹,,,opendata_help@nia.or.kr,https://www.data.go.kr,rescrape
한백엠트레이드,,,hbmtrade@hanmail.net,https://hanbaekshop.com,rescrape
한진정보통신㈜한진그룹,,,hist_aviation@hist.co.kr,https://www.hist.co.kr,rescrape
호텔에이치디씨㈜안다즈 서울,,,admin@hdc-hotel.com,https://www.hdc-hotel.com,rescrape
힛더티,,,admin@hitthetea.com,https://supermatcha.com,rescrape
